"record_id","source_row_no","source_record_sha256","release_slot","scheduled_release_at","area_no","area_nm","p_area_no","p_area_nm","top_area_no","top_area_nm","top_area_lvl","mgr_no","mgr_nm","mgr_dept_nm","mgr_pos_nm","mgr_hire_dtm","mgr_act_yn","area_reg_dtm","top_area_reg_dtm"
"154709","959","813426bf8241f82b606a3dbec640d866d75798fe4f7cfbe36755d06940cb073c","62","2026-08-24T19:18:00+09:00","biz_36960","시설플랫폼","biz_00516","고객서비스","BIZ-00516","고객서비스	","최상위","EMP-001955","윤 서준","교육운영팀","실장	","2010.02.09 21:20:15","재직","2017-12-09T20:42:36","2016-07-31T09:47:05"
"154710","960","95b6abadeb862e268c4e3790d60f507df487044e55f8963cff3a0cee34c107cd","62","2026-08-24T19:18:00+09:00","BIZ_30667","보안팀","BIZ_00135","분석","BIZ_00135","분석","최상위","EMP000134","강민준	","마케팅팀","파트장","2024-09-16 01:59:05","사용","2025-01-01T19:01:05","20200208170712"
"154711","961","9f765054a55c40b4bcc0587a969919ba48b6511231255ea438f6cda8365bb0e0","62","2026-08-24T19:18:00+09:00","BIZ_39195","IT시스템 45","biz-00617","물류","biz-00617","물류","최상위","EMP002107","김예은","시설관리팀","팀장","2011-11-20 13:11:43.0","y","2021-05-20T10:24:10","2020/08/30 02:30:40"
"154712","962","84d92d7f440f5bcf86c68bca2e53a18c4de33a90fb2b61571ca292ea887e1b98","63","2026-08-24T19:21:00+09:00","BIZ 40695","기획관리","BIZ_00032","교육","BIZ00032","교육","1","emp000833","최예은","품질관리팀","대리","2013.01.20 05:14:00","1","2023-04-11 19:29:07","20180905155621"
"154713","963","4fd66142d40286919fa9bb2b15b322e4ff55fb48450f62e42b559ba0becba6f9","63","2026-08-24T19:21:00+09:00","BIZ 31657","영업운영 38","BIZ_00179","생산","BIZ_00179","생산","L1","EMP000366","　이시우　","　인사팀　","과장","20220430125754","재직","2018-07-14 14:21:29","2022-03-24T13:23:19"
"154714","964","b1420c2813dfaed605bed8f3f1df1157d1e8a91388f56938bd9f4a6fd6c48043","63","2026-08-24T19:21:00+09:00","BIZ46303","IT부","BIZ_00819","고객서비스	","BIZ00819","고객서비스","TOP LEVEL","EMP-000122","강예준","보안팀","사원","2016/07/11 14:25:15"," 재직 ","2025-12-23T09:26:21","2021-09-26T13:50:20"
"154715","965","3293926952a2dc5d039e494f7a0e8617bba60cfa5da7896acf4b46500fe58aaa","63","2026-08-24T19:21:00+09:00","BIZ 05329","구매서비스 5","BIZ_00316","　R&D　","biz_00316","R&D","L1","EMP001235","오류값","　법무팀　"," 사원 ","2023.05.10 02:12:37","1","20220817083412","2021.04.23 04:30:15"
"154716","966","a6b412eadcf455c8b242a5c574ad0249810dd7a6b338e958a4c48eacca232f6e","63","2026-08-24T19:21:00+09:00","BIZ 33118"," 분석플랫폼 ","BIZ_00779","분석	","BIZ_00779","분석","TOP_LEVEL","EMP002359","이주원"," 시설관리팀 ","실 장","2012-11-14 16:56:19.0","y","2017-09-06 22:22:03.0","2021/02/01 08:31:18"
"154717","967","5b70c1a25df84b37e50fed262c5a27ad4df1b394a0a98168b7233ee11db76ea2","63","2026-08-24T19:21:00+09:00","BIZ-15386","마케팅분석","BIZ 00120","　생산　","BIZ_00120","생산","TOP_LEVEL","EMP001747"," 최시우 ","기획팀","과장","2015-09-03 20:43:01.0","Y","2021-05-05T06:53:00","2018-03-25T05:57:52"
"154718","968","46e8a9213bcd726771f088b386bd760f23507a04ccf43c3dcd47aea0023e95fc","63","2026-08-24T19:21:00+09:00","BIZ_49271","기획팀","BIZ-00908","교육","BIZ00908","교육","L1","EMP002844","이하은","자산관리팀","부장","2017/12/16 16:10:15"," YES ","2024.07.23 11:34:52","20250301060942"
"154719","969","732ea02abafc00d0cf4887ecd66fc8bdc41f486c89bbd4798295d690f005629f","63","2026-08-24T19:21:00+09:00","BIZ41316"," 마케팅서비스 ","BIZ_00231","품질관리","BIZ_00231","품질관리","top_level","EMP001446","박주원","IT운영팀","실장","2016.05.24 06:27:07","재직","2023-10-17 00:38:42.0","2021-11-18T00:19:48"
"154720","970","957b3ed6f7e03aecbe06122bda799dbbd4395a12c11b98b9149f32cdadea0933","63","2026-08-24T19:21:00+09:00","BIZ_31904","분석팀 34","BIZ00320","품질관리","BIZ_00320","　품질관리　","TOP_LEVEL","emp000132","장예은"," 생산팀 ","팀장","2017-08-12 00:07:48","y","2023/08/19 11:50:38","2023/02/08 01:36:26"
"154721","971","63f6419c786eb92bdd6369c0583ed4f961bbf7a1873581cf38e0f22ea37e408f","63","2026-08-24T19:21:00+09:00","BIZ_18085","보안시스템","BIZ_00351","데이터","BIZ_00351","데 이터","TOP LEVEL","EMP002556","임지민","자산관리팀","과장","20160210215826","사용","2023-09-10 13:06:25","2024-09-22T13:37:24"
"154722","972","57b003054bb1d8cd3ea33b02ff45b60e1359eb48d0308f6f5ad14abebd28c5d9","63","2026-08-24T19:21:00+09:00","biz-04069","법무부 25","BIZ-00448","데이터","BIZ_00448","　데이터　","top_level","EMP002666","최서준","인사팀","과장","2019.02.12 17:15:38","YES","2023-04-28 06:04:05","2022/05/13 17:07:41"
"154723","973","af0875543f23b7d8ddfd29fc632ead0d7f8e333a0a6f94e0949e2a405bc4da63","63","2026-08-24T19:21:00+09:00","BIZ-26832","　데이터플랫폼　","BIZ_00781","물류","BIZ 00781","물 류","최상위"," EMP000117 ","정 수아","영업팀","부장","2020-12-04T23:48:25","재직","2016-08-26 20:27:29.0","2024-10-06T14:03:12"
"154724","974","bed03d6a9b011e4f4a1a035bff6449198f904d52065fe1b97623be7dd9309385","63","2026-08-24T19:21:00+09:00","BIZ_34866","법무분석  25","BIZ_00552","물류"," BIZ_00552 ","물 류","top_level","emp001199","윤주원","구매팀	"," 차장 ","2010/04/28 09:44:30","사용","2017/10/28 19:05:07","2020-02-22T16:30:23"
"154725","975","1e6f38c1034ffc8cb62318632f2b18bc5415810e661eb64ac542fd3ef3b74c4d","63","2026-08-24T19:21:00+09:00","BIZ_02321","재무분석"," BIZ_00095 ","인사","BIZ 00095","인사","TOP_LEVEL"," EMP002944 ","박 윤서","기획팀","　대리　","2020/11/01 20:21:45","YES","2019-01-15 00:44:12","2026-04-22 11:32:28.0"
"154726","976","05d4da52bfd87f5508e4421f7e90c5ebdc2b9992d20f2de360e1c2aa3253be98","63","2026-08-24T19:21:00+09:00","BIZ_32125","고객서비스플랫폼","BIZ_00735","분석","BIZ_00735","분석","TOP_LEVEL","EMP002375"," 정주원 ","　시설관리팀　","차장","2022/04/08 06:09:44","1","2018/08/07 23:06:33","2025-02-20 18:53:35"
"154727","977","2069e9b7482cd0381a570829b4a53b9f9f3fb97ece61762ea48e601442253f07","63","2026-08-24T19:21:00+09:00","BIZ 20878","물류관리 22","BIZ_00956","자산관리","BIZ_00956","　자산관리　","1","EMP 001775","김예준	","교육운영팀","부장","2010-07-11 10:02:05.0","사용","2018/11/15 04:42:25","2020/08/15 20:36:13"
"154728","978","13ece3be07bb300e83f86e823c8b32da08f9a0b44c76ee5ca140eb01c0cefe19","64","2026-08-24T19:24:00+09:00","BIZ_03483","데이터관리 7","BIZ_00357","재무","BIZ_00357","재 무","최상위","EMP002018","이 민서"," 생산팀 ","과장","9999-99-99 99:99:99","사용","2024-08-12T00:43:57","2021-10-04 04:16:55"
"154729","979","1a534e132bc2b4e8f05f342176da11c37ee68c86b5099c9d19395c907025d041","64","2026-08-24T19:24:00+09:00","BIZ_24214","IT서비스","biz_00379","인 사","BIZ_00379","인사","L1","EMP000367","강시우","전략기획팀","실장","2018/12/28 16:04:54","사용"," 2017-05-11 05:08:54 ","2021-11-28T04:43:22"
"154730","980","b2c7216e7d1dfada6a37efba8926b77c531c0bf4466b47ec3c9736514ad6bb09","64","2026-08-24T19:24:00+09:00","BIZ 46381","물류부  34","BIZ_00412","R&D","BIZ 00412","R &D","1","EMP-001641","임주원","고객서비스팀","파트장","2025.11.27 04:07:00","1","2018-07-23 01:21:23","20161129143630"
"154731","981","c72b073ad525a7dda6aa58f5517903bc3578b8189fad825fa2e6a141bf0df789","64","2026-08-24T19:24:00+09:00","BIZ_09893","고객서비스팀","biz_00104","데이터","biz-00104","데이터","L1"," EMP001864 ","임 하은"," 고객서비스팀 ","실 장","2025-03-17 00:54:44","YES","2016-08-17T17:51:31","2023.09.18 23:01:12"
"154732","982","83091e9557ef619f8a9e7f1f29329f50223ea2e39ffc97f27a66e1e8a7a212b7","64","2026-08-24T19:24:00+09:00","BIZ_37708"," 데이터프로세스 33 ","BIZ_00402","　인사　","BIZ00402","인 사","TOP LEVEL","EMP002649","최지훈","　교육운영팀　","파 트장","2014-04-09 23:46:23","재직","2020-10-25 15:02:01.0","2020-08-29 04:51:42"
"154733","983","6ffa439eab432c89b17ee9111a5a771cee253fcc2afc05e7b75510a0a60a8d73","64","2026-08-24T19:24:00+09:00","BIZ 21181","전략플랫폼","BIZ_00121","시설","BIZ_00121"," 시설 ","TOP LEVEL","EMP-002571","김 수아","R&D팀","팀장	","2018-11-27 17:26:48.0","YES","2025.10.17 03:10:13","20200916151419"
"154734","984","152fc4edccc4c81f76048b94119e46b17df3e6631911b60e7ed5acbc02547626","64","2026-08-24T19:24:00+09:00","BIZ-02951","시설관리","BIZ_00597","인사","BIZ_00597","인사","TOP LEVEL","EMP001472","장수아","I T운영팀","기타","2019-09-08 04:18:06.0","1"," 2016-12-08T05:33:19 ","2022-12-20 19:46:04.0"
"154735","985","3c68bfe3fd1a2378c0cdaafb209155bbb5c9b49c22ee15c8bfe1f3a8c0dc85ff","64","2026-08-24T19:24:00+09:00"," BIZ_18504 "," 재무플랫폼 27 ","BIZ_00726","생산"," BIZ_00726 ","생산","TOP LEVEL","emp001502","장민서","마케팅팀","부장"," 2008-01-20T14:48:16 ","y","2016.04.18 03:56:41","2017/02/21 18:34:45"
"154736","986","f66bd1d8398a102b8493e00fb9509766c33883a646ee1687466f794d03b91e0f","64","2026-08-24T19:24:00+09:00","BIZ_31787","물류분석","biz_00444","물류","biz_00444","물류","TOP_LEVEL","EMP000215"," 정예은 ","시설관리팀","실장","2025-07-10 01:23:50","Y","2019-02-19 11:01:58","2021-03-19 05:52:57.0"
"154737","987","e15a0d9360fc06dddd2756a021492f3313043980361926aab2b6e9b779f28acb","64","2026-08-24T19:24:00+09:00"," BIZ_24040 ","법무운영 25","biz-00508","　마케팅　"," BIZ_00508 ","마케팅","top_level","UNKNOWN","최 예준","재무팀","차장","2020-02-10T18:45:45","1","20200409234140","2018-10-01 15:45:46"
"154738","988","7db0a1ec5a784aba70617ab2df7ff90e49cc6c2ac6c0e98708409fa423b2c2e5","64","2026-08-24T19:24:00+09:00","BIZ 26191","전략분석","BIZ_00631","시설","BIZ_00631","시설","L1","EMP002330","최민준","보안팀","부장","20200406075000","n","2016.01.06 08:25:00","2020/09/15 15:56:31"
"154739","989","146a890f553ec86eac54421669def8f95dfba635604c3dcb612e33ecf322ef92","64","2026-08-24T19:24:00+09:00","biz-35683","자산관리플랫폼 4","BIZ_00368","고 객서비스","BIZ-00368","고객서비스","TOP LEVEL","EMP002096","임지우","재무팀	","대리","2022/12/31 04:11:08"," Y ","2018.07.19 20:27:22","20190326203527"
"154740","990","13e0745ff1c72c1d5fd3fb3f0792a68faeedc61fddf129516e3a5edf32189884","64","2026-08-24T19:24:00+09:00","biz-46611","R&D부","BIZ_00710","　교육　","biz-00710","교육","L1","EMP002757","　조수아　","시설관리팀","과 장","2014-06-23 15:40:26","Y","2016-12-05T00:47:23","2017.08.21 00:26:36"
"154741","991","2033194edcf7c6716fb6ed9c6ec20c0ea4b3ba54b35abf65adf33ab50d123b33","64","2026-08-24T19:24:00+09:00","BIZ 39468","구매팀","BIZ_00015","IT","BIZ_00015","IT","1","EMP002593","윤예은","IT운영팀","차장","2008.11.08 11:39:11","y","2016-06-11T00:10:47","2019-03-04 01:34:07"
"154742","992","49e1bac60521d6f3ccb7e832f458177770a4486b5a310eb0ebd863892a1a6087","64","2026-08-24T19:24:00+09:00","BIZ_07251","분석관리 37","BIZ_00002","데이터","BIZ_00002","데이터","최상위","EMP001899","이민준","전략기획팀	","　실장　","2025-07-27 22:18:37.0","UNKNOWN","2018-06-19 11:28:02"," 2024/11/28 15:39:58 "
"154743","993","494ba21ac7a68b5f7135d4de67775208913d2e13fd8e9952b8af28029e27a42c","65","2026-08-24T19:27:00+09:00","BIZ_43920","자산관리시스템 50","BIZ_00384"," 시설 ","BIZ-00384","　시설　","L1","emp001092","","N/A","미상","2024-05-19 06:36:43","1","2016-09-04T16:20:34"," 20250214193042 "
"154744","994","12d44b425e243de06229099967867f7c91f4b74e9733d0ad53ce45104c3999c4","65","2026-08-24T19:27:00+09:00","biz_05899","재무운영 3","biz_00711","　고객서비스　","BIZ_00711","　고객서비스　","1","EMP-001882","박예은","품질관리팀","실장	","2013-07-23 23:53:11","Y","20220121195430","2020/05/01 05:00:42"
"154745","995","b066538d8e727371546e8d086ec969ee07fe41f38a1085f83f30ce6738d8d471","65","2026-08-24T19:27:00+09:00","BIZ_01531","품질관리서비스","BIZ_00623","고객서비스","BIZ_00623","　고객서비스　","최상위","EMP000792","윤도윤","시설관리팀","기타","20090603005225","y","2019-09-10 21:21:49","9999/99/99 99:99:99"
"154746","996","a27d344879654f48bd5c50282cbba8a08c9ad79d95ec3533b0ecbf203b963359","65","2026-08-24T19:27:00+09:00","BIZ25522","보안관리","BIZ_00577","　데이터　","biz_00577","　데이터　","TOP LEVEL","EMP001975","조민준","전략기획팀","사원","2023.06.08 22:36:10","y","2024-05-13 11:14:12.0","20160219171638"
"154747","997","c25c8dc085e2d32afb26919e38cab12af1871138845704dd1663bc4576bd43cf","65","2026-08-24T19:27:00+09:00","BIZ_14646","　물류서비스　","BIZ_00610","물 류","BIZ_00610","물류	","TOP_LEVEL","emp000265","윤서준","재무팀","부장","2010-12-08 17:30:27.0","사용","2018-02-24 14:19:43.0","2019-01-01 13:42:01.0"
"154748","998","3d712db65488e43a71e576414b141a487943cc49bdc8cf8c653c8923945b8fc4","65","2026-08-24T19:27:00+09:00","BIZ35324","자산관리분석","BIZ_00192","기 획","BIZ_00192"," 기획 ","최상위","EMP002860","임 주원","교육운영팀","차장","2016-10-14 19:08:14.0","YES","2016/03/15 19:41:57","2016.02.17 16:07:49"
"154749","999","4f2e118bf980b1bf02fcc5ff0fe42e99302f5fb14907e98d1e7e79434dd4f5a9","65","2026-08-24T19:27:00+09:00","BIZ_26196","기획프로세스 7","BIZ 00935","","BIZ_00935","IT","TOP LEVEL","emp001336","강예준","　R&D팀　","팀장	","2009.07.06 14:24:48"," 재직 ","2021-06-29 21:16:10.0","20250104084355"
"154750","1000","cdf0d7bc5df138cef0e76b3a174c4cbc586e1b714b4929aa00d185fff90bf32f","65","2026-08-24T19:27:00+09:00","BIZ_31430","마케팅운영","BIZ_00078","전략","BIZ00078","전략","최상위","EMP000900","조 민서","보안팀","과 장","20230623074319","y","2025-06-15 22:56:46.0","2020-02-20T11:35:20"
"154751","1001","7cc8668ba8c145053a45e286771d098c53867abea90909b853ea7ed8fb5e1a7c","65","2026-08-24T19:27:00+09:00","BIZ_10013","인사시스템","biz_00860"," 고객서비스 ","BIZ_00860","고객서비스","TOP_LEVEL","EMP000689"," 박시우 ","보안팀","　실장　","2024-02-23 23:29:59.0","재직","2018-03-28 15:31:38"," 2018.07.23 03:39:20 "
"154752","1002","ea47d45765e040a67b2d6b89ed51e734d933a31099dba872a6d1107e68f969fc","65","2026-08-24T19:27:00+09:00","biz_38471","　물류분석　","BIZ_00330"," 분석 ","BIZ_00330","분석","TOP LEVEL","EMP001851","조민준","영업팀","팀 장","2009-05-09T08:19:03","재직","2018-06-04T16:35:28","2016/04/13 06:20:24"
"154753","1003","8fabb3c0ed09a8a8049587ed4ecc34c70e49bd55854560b801abfb964b5aab62","65","2026-08-24T19:27:00+09:00","biz-44336","물류서비스","BIZ 00120"," 생산 ","biz_00120","생산","L1","emp002901","　강예은　","자산관리팀","사원	","2019-07-04 13:41:07.0","사용","2020.11.20 15:57:10","2018-03-25T05:57:52"
"154754","1004","0ef7a6926c968ba3f0baccda363f671cb17ca11cad1ec601c298b1b08f950c7a","65","2026-08-24T19:27:00+09:00","BIZ_43102","법무팀","BIZ_00856","구매","BIZ_00856","구매","1","EMP000736","김지훈","영업팀","차장","2013-09-06T14:36:48","재직","2021-07-15T00:12:07","2022-12-08 12:42:57.0"
"154755","1005","626869dd46975888e6398aba90f4c2916eeb9b5d68e755ef731b80a9840ba37d","65","2026-08-24T19:27:00+09:00"," BIZ_40577 ","　데이터프로세스　","BIZ00244","구매","biz-00244","구매","L1","EMP-002032","　정지우　","고객서비스팀	","실장","2016-10-27 06:26:15"," 재직 ","2025-02-23 14:46:54","2016.01.09 12:32:24"
"154756","1006","1211adeb563f70f27c419976a9b8235e2c9bc43ed23f1384cd9b8fad386f4b54","65","2026-08-24T19:27:00+09:00","BIZ_37950","　분석부 48　"," BIZ_00436 ","품질관리","BIZ_00436","품질관리	","최상위","EMP001177","임 예준"," 물류팀 ","차장	","2021.06.01 12:44:47","사용","2019-04-18 06:32:27.0","20171010174422"
"154757","1007","7d9b408b858ee016f9b85ac72df8943bfa0d3420fef0b89f762ffe9b49d191d1","65","2026-08-24T19:27:00+09:00","BIZ-41916","보안부","BIZ 00394"," 시설 ","BIZ_00394","시설","1","EMP000476"," 이민서 ","고객서비스팀","과장	","2024-02-09T12:44:19","1","2021-12-11 14:52:43","2020/07/23 12:41:05"
"154758","1008","8345458b7f07eb7864df4918f3a3bbd24ac0515917b444f21db3401dd955a6a4","66","2026-08-24T19:30:00+09:00","biz_01602","　교육플랫폼　","BIZ_00763","물류","BIZ_00763","물류	","TOP_LEVEL","EMP000333","최지훈","보 안팀","파트장","2009-09-15 13:26:03","재직","2023.01.06 04:28:52","20231209210313"
"154759","1009","6e648fe03b24a7907b6f91191d63c402326f1be9bd836f9e43ad52d931087870","66","2026-08-24T19:30:00+09:00","BIZ_10299","품질관리팀 29"," BIZ_00034 ","IT","BIZ_00034","　IT　","TOP_LEVEL","EMP000163","이하준	","마케팅팀","과장	","9999-99-99 99:99:99","y","2021-02-24 21:32:26","2016-12-08T20:26:37"
"154760","1010","54a4db6ae1af9f4a50d9e7009877aa47e8d99b1430f7108d968b0a5cc2d92158","66","2026-08-24T19:30:00+09:00","BIZ_24931","시설프로세스","BIZ_00509"," IT ","BIZ 00509","IT","최상위","EMP-000338","이서준	","자 산관리팀","파트장","20230811145437","사용","2024-11-26 10:11:09.0","2016/08/04 07:50:42"
"154761","1011","63d11ef63c13789a10807a3ae0f53290f457a01c3a3e7e6197be15ab5603c638","66","2026-08-24T19:30:00+09:00"," BIZ_40134 ","자산관리서비스 2","BIZ-00277","재무","BIZ 00277","　재무　","TOP_LEVEL","EMP001292"," 이지호 ","R&D팀","파트장	","2009-04-23T06:25:03","미사용","2024.09.22 14:04:14","2022-04-19 00:48:11"
"154762","1012","c61c647d0dacb48da05351c624f2a7251104db5236a479e4312a5b95db3fafb8","66","2026-08-24T19:30:00+09:00","BIZ-45161"," 전략서비스 50 ","BIZ_00604"," IT ","BIZ_00604","IT","L1","EMP002407"," 최시우 "," 법무팀 "," 차장 ","2021/11/12 17:22:15","Y","2016/04/19 09:42:36","20250628215803"
"154763","1013","cf8fd907d0592e00b551947bb082426638bd76b961b661852a4ddccbfcc0cdf2","66","2026-08-24T19:30:00+09:00","BIZ11023","R&D부 20","biz-00461","분석	","BIZ_00461"," 분석 ","TOP LEVEL","EMP000444","박민서","자산관리팀	","팀장","2016-03-18 09:44:23.0","Y","2024-08-27T16:52:59","2017-04-06T12:13:19"
"154764","1014","b023cc60a5713052c5b7c59f068d9fb5c929fa94a39819e46a3730991ffde792","66","2026-08-24T19:30:00+09:00","biz_31038","데이터관리","BIZ-00055"," 고객서비스 ","BIZ_00055","고객서비스","TOP_LEVEL","EMP002561","정준서","품질관리팀","과장","2011-02-10T09:29:37","YES","20260206052320","2024-08-31T14:03:09"
"154765","1015","236502e94ff01faa7539a7de1198fc47715060b4c30c97a5c4039590871429b1","66","2026-08-24T19:30:00+09:00","BIZ-36060","시설시스템 8","BIZ_00361","IT","BIZ_00361","IT","TOP LEVEL","EMP000149","　윤지우　","분 석팀"," 팀장 ","2023-11-29T05:50:17","YES","2025/04/25 11:56:52","2019/11/20 04:48:02"
"154766","1016","564d8471d829519e7786c70c670674d5afb96cdd9fbd942ba5aebec80703eabe","66","2026-08-24T19:30:00+09:00"," BIZ_41800 ","NULL","biz-00162","I T","biz-00162","IT	","1","EMP002001","정지호","분 석팀","차장","2018.04.06 09:28:11","y","2023-06-09 14:58:47.0","2023-08-26 03:18:43"
"154767","1017","7a65b0a1970bb2ce2e8c7f9319dc9feda1bf5b54ceec008f9dad5f6015c91107","66","2026-08-24T19:30:00+09:00","BIZ_35088","영업플랫폼","BIZ-00474","구매	","BIZ_00474","구매","TOP LEVEL","EMP 000363","조 하은","　인사팀　","과장","2009-09-22 02:25:01","재직","2016.05.15 07:01:38","2020-12-23 10:17:24"
"154768","1018","5d32abe4789b386ca11ec322e4bad95196cc22ea19dc1d281e4945e747d4c65b","66","2026-08-24T19:30:00+09:00","BIZ_29214","IT시스템","BIZ 00902","　영업　","biz-00902","　영업　","TOP_LEVEL","EMP000326","박윤서","보안팀","팀장","2021/08/06 11:35:20","YES","2018.10.24 19:15:40","2018.06.13 19:25:58"
"154769","1019","c6568a16f2973dec131aa752d44dca5246ab410c140b90fac8dc80075cc7888a","66","2026-08-24T19:30:00+09:00","BIZ 45079","시설플랫폼 16","BIZ-00961","R&D","BIZ_00961","R &D","top_level","emp000507","정도윤"," 분석팀 ","과장	"," 2017-12-10 14:58:03 ","Y","2021-06-07T20:02:30","2016-11-02 21:18:06"
"154770","1020","138adaf395d7e07a67e1a2829b42df34cdf4f054011b341aa8093f94a2c1d095","66","2026-08-24T19:30:00+09:00","BIZ_15074","보안부 45","BIZ_00983","　법무　","biz_00983","법무","최상위","EMP-001511","장지우","분석팀","파트장","2013-11-29 09:49:01","y","2020-07-23T11:21:31","2024-01-08 00:12:02.0"
